"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2009&tab=overview&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Mon Nov 25 2019 16:59:17 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types","Primary Technology"
"Mesalands Comm College Wind Turbine",57106,"NM","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mesquite Generating Station Block 2",55481,"AZ","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Mesquite Lake Energy Park Plant 2",50363,"CA","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Mesquite Lake Water & Power Plant 1",57154,"CA","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Mesquite Wind Power LLC",56395,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Messalonskee 2 (Oakland)",1497,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Messalonskee 3",1498,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Messalonskee 5",1500,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Metcalf Energy Center",55393,"CA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Metro Gas Recovery",50576,"WI","IPP Non-CHP","GT, IC","LFG","Landfill Gas"
"Metro Methane Recovery Facility",54700,"IA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Metro Support Services Center Solar",57313,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Metro Wastewater Reclamation District",10180,"CO","IPP CHP","GT, IC","OBG","Other Waste Biomass"
"Metropolitan Sewerage District",10181,"NC","Commercial Non-CHP","HY","WAT","Conventional Hydroelectric"
"Mexico",6650,"MO","Electric Utility","GT","DFO","Petroleum Liquids"
"Meyers Falls",3868,"WA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Meyersdale Windpower, LLC",56052,"PA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Miami Dade County Resource Recovery Fac",10062,"FL","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Miami Fort",2832,"OH","Electric Utility","GT, ST","BIT, DFO","Multiple"
"Miami Wabash",1006,"IN","Electric Utility","GT","DFO","Petroleum Liquids"
"Michell Butte Power Project",50360,"OR","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Michigamme Falls",1780,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Michigan City",997,"IN","Electric Utility","ST","NG, SUB","Multiple"
"Michigan Power LP",54915,"MI","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Michigan Wind 1",56416,"MI","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Michoud",1409,"LA","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Mickleton Station",8008,"NJ","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Mid Valley Plant",56170,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Mid-Georgia Cogeneration Facility",55040,"GA","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Mid-Set Cogeneration",10501,"CA","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Middle Falls Hydro",10219,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Middle Fork",425,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Middle Fork Irrigation District",50917,"OR","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Middle Gorge",401,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Middle Point Landfill Gas Recovery",56866,"TN","IPP Non-CHP","IC","LFG","Landfill Gas"
"Middle Station",2382,"NJ","IPP Non-CHP","GT","KER","Petroleum Liquids"
"Middlesex 2",3740,"VT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Middlesex Generating Facility",56119,"NJ","IPP CHP","CA, CT","OBG","Other Waste Biomass"
"Middletown",562,"CT","IPP Non-CHP","GT, ST","KER, RFO","Petroleum Liquids"
"Midkiff Plant",54459,"TX","Industrial Non-CHP","--","--","--"
"Midland Cogeneration Venture",10745,"MI","IPP CHP","CA, CT, IC","DFO, NG","Multiple"
"Midlothian Energy Facility",55091,"TX","IPP Non-CHP","CS","NG","Natural Gas Fired Combined Cycle"
"Midulla Generating Station",7380,"FL","Electric Utility","CA, CT, GT","NG","Multiple"
"Midway Peaking LLC",56639,"CA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Midway Sunset Cogen",52169,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Midwest",8839,"WI","Electric Utility","--","--","--"
"Miki Basin",7264,"HI","Electric Utility","IC","DFO","Petroleum Liquids"
"Milagro Cogeneration Plant",54814,"NM","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Milam Gas Recovery",50566,"IL","IPP Non-CHP","IC","LFG","Landfill Gas"
"Mile 28 Water Power Project",54812,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Miles City GT",2177,"MT","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Milford",1164,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Milford Hydro Station",1475,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Milford Power LP",54805,"MA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Milford Power Project",55126,"CT","IPP Non-CHP","CS","NG","Natural Gas Fired Combined Cycle"
"Milford Wind Corridor I LLC",57079,"UT","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mill C",6486,"NY","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mill Creek (KY)",1364,"KY","Electric Utility","ST","BIT","Conventional Steam Coal"
"Mill Creek (SC)",7981,"SC","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Mill Creek 3",7147,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mill Run Windpower LLC",55805,"PA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Millcreek Power Generation",56253,"UT","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Millennium Hawkins Point",56045,"MD","IPP CHP","GT, ST","NG","Multiple"
"Millennium Power",55079,"MA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Millers Ferry",38,"AL","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Milliken Plant",56171,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Millinocket Mill",55829,"ME","Industrial CHP","ST","RFO","Petroleum Liquids"
"Mills Pride",54978,"OH","Industrial CHP","ST","WDS","Wood/Wood Waste Biomass"
"Millstone",566,"CT","IPP Non-CHP","ST","NUC","Nuclear"
"Millville Hydro Station",6546,"WV","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Milner Hydro",7190,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Milstead",54872,"GA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Milton",3717,"VT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Milton Hydro",10519,"NH","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Milton L Kapp",1048,"IA","Electric Utility","ST","NG, SUB","Multiple"
"Milton R Young",2823,"ND","Electric Utility","ST","LIG","Conventional Steam Coal"
"Milwaukee County",7549,"WI","Electric Utility","ST","BIT","Conventional Steam Coal"
"Minden",1447,"LA","Electric Utility","IC, ST","DFO, NG","Multiple"
"Mine Falls Generating Station",10183,"NH","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Minetto",2586,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Mingo Junction Energy Center",55611,"OH","IPP CHP","ST","BFG","Other Gases"
"Minidoka",6398,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mink Creek Hydro",10325,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"MinnDakota Wind LLC",56459,"SD","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Minneapolis City of",1307,"KS","Electric Utility","IC","DFO, NG","Multiple"
"Minnesota Breeze LLC",56587,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Minnesota River",7844,"MN","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Minot Wind Project",55995,"ND","Electric Utility","WT","WND","Onshore Wind Turbine"
"Mint Farm Generating Station",55700,"WA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Minwind",56002,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Minwind 3-9",56123,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mio",1714,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mira Loma Peaker",56473,"CA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Miramar",305,"CA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Miramar Energy Facility",56232,"CA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Mission",2746,"NC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mississippi Baptist Medical Center",54203,"MS","Commercial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Missouri Avenue",2383,"NJ","IPP Non-CHP","GT","KER","Petroleum Liquids"
"Missouri City",2171,"MO","Electric Utility","ST","BIT","Conventional Steam Coal"
"Missouri River Wastewater Treatment",55033,"NE","Commercial CHP","IC","OBG","Other Waste Biomass"
"Mistersky",1822,"MI","Electric Utility","GT, ST","DFO, NG","Multiple"
"Mitchell (GA)",727,"GA","Electric Utility","GT, ST","BIT, DFO","Multiple"
"Mitchell (WV)",3948,"WV","Electric Utility","ST","BIT","Conventional Steam Coal"
"Mitchell Dam",17,"AL","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Moberly",6651,"MO","Electric Utility","GT","DFO","Petroleum Liquids"
"Mobile",6229,"NE","Electric Utility","IC","DFO","Petroleum Liquids"
"Mobile Energy Services LLC",50407,"AL","IPP CHP","ST","BIT","Conventional Steam Coal"
"Mobile GT",6212,"CA","Electric Utility","GT","DFO","Petroleum Liquids"
"Mobile Unit",3346,"SD","Electric Utility","IC","DFO","Petroleum Liquids"
"Moccasin",381,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Moccasin Low Head Hydro Project",751,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Model City Energy Facility",55757,"NY","IPP Non-CHP","IC","LFG","Landfill Gas"
"Model Gas Power Station",56863,"OH","IPP Non-CHP","IC","LFG","Landfill Gas"
"Modern Innovative Energy LLC",56323,"NY","IPP Non-CHP","IC","LFG","Landfill Gas"
"Modern Landfill Production Plant",55142,"PA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Mohave",2341,"NV","Electric Utility","ST","SUB","Conventional Steam Coal"
"Mojave 16",50821,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mojave 17",50822,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mojave 18",50823,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mojave 3",52143,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mojave 4",52142,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mojave 5",52144,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mojave Cogen",10850,"CA","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Mojave Siphon",7072,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Moline",899,"IL","Electric Utility","GT, HY","NG, WAT","Multiple"
"Moll Industries Seagrove Division",55546,"NC","Industrial Non-CHP","IC","DFO","Petroleum Liquids"
"Mon Valley Works",50732,"PA","Industrial CHP","ST","BFG","Other Gases"
"Mondelez Global LLC",54933,"IL","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Mongaup",2630,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Monmouth Landfill Gas to Energy",55618,"NJ","IPP Non-CHP","GT","LFG","Landfill Gas"
"Monroe",1448,"LA","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Monroe (MI)",1733,"MI","Electric Utility","IC, ST","DFO, SUB","Multiple"
"Monroe (MO)",2146,"MO","Electric Utility","IC","DFO, NG","Multiple"
"Monroe (NE)",2273,"NE","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Monroe Livingston Gas Recovery",50565,"NY","IPP Non-CHP","IC","LFG","Landfill Gas"
"Monroe Middle School",56343,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Monroe Street",9095,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mont Belvieu Cogeneration Unit",57322,"TX","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Montauk",2515,"NY","Electric Utility","IC","DFO","Petroleum Liquids"
"Montclair Cogen Facility",54708,"NJ","Commercial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Monterey One Water",54951,"CA","Commercial CHP","IC","OBG","Other Waste Biomass"
"Montezuma",1165,"IA","Electric Utility","IC","DFO, NG","Multiple"
"Montfort Wind Energy Center",55742,"WI","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Montgomery",8025,"MN","Electric Utility","GT","DFO","Petroleum Liquids"
"Montgomery County Oaks LFGE Plant",55885,"MD","IPP Non-CHP","IC","LFG","Landfill Gas"
"Montgomery County Resource Recovery",50657,"MD","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Montgomery Creek Hydro",55009,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Monticello",6147,"TX","IPP Non-CHP","ST","LIG","Conventional Steam Coal"
"Monticello Dam",7646,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Monticello Nuclear Facility",1922,"MN","Electric Utility","ST","NUC","Nuclear"
"Montpelier",7791,"OH","Electric Utility","IC","DFO","Petroleum Liquids"
"Montpelier Electric Generating Station",55229,"IN","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Montrose",2080,"MO","Electric Utility","ST","SUB","Conventional Steam Coal"
"Montville Station",546,"CT","IPP Non-CHP","IC, ST","DFO, RFO","Petroleum Liquids"
"Monument",2851,"OH","Electric Utility","IC","DFO","Petroleum Liquids"
"Moore County",3483,"TX","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Mooreland",3008,"OK","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Moorhead",1995,"MN","Electric Utility","GT","DFO","Petroleum Liquids"
"Moorhead Wind Turbine",7855,"MN","Electric Utility","WT","WND","Onshore Wind Turbine"
"Moose Lake",1996,"MN","Electric Utility","IC","DFO","Petroleum Liquids"
"Moose River",10196,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Mooseheart Power House",50337,"IL","Commercial CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Mora",1997,"MN","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Mora Drop Hydroelectric Project",56498,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Moraine II Wind LLC",56794,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Moraine Wind LLC",56174,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Moreau",6652,"MO","Electric Utility","GT","DFO","Petroleum Liquids"
"Morehead",2711,"NC","Electric Utility","GT","DFO","Petroleum Liquids"
"Moretown",56891,"VT","IPP Non-CHP","IC","LFG","Landfill Gas"
"Moretown Generating Station",52033,"VT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Morgan City",1449,"LA","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Morgan Creek",3492,"TX","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Morgan Energy Center",55293,"AL","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Morgan Falls",717,"GA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Morganton Station 5",56344,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Morganton, Parker Road",56064,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Morgantown Energy Facility",10743,"WV","IPP CHP","ST","WC","Conventional Steam Coal"
"Morgantown Generating Plant",1573,"MD","IPP Non-CHP","GT, ST","BIT, DFO","Multiple"
